COLUMN_NAME	DATA_TYPE	TABLE_NAME	FILE	CATEGORY
status	varchar	psm.purchase_quotations	05_purchase_quotations.sql	status_workflow
supplier_id	uuid	psm.purchase_quotations	05_purchase_quotations.sql	identifiers
total_amount	decimal	psm.purchase_quotations	05_purchase_quotations.sql	amounts_numbers
updated_at	timestamp	psm.purchase_quotations	05_purchase_quotations.sql	temporal
updated_by	uuid	psm.purchase_quotations	05_purchase_quotations.sql	audit
valid_from	date	psm.purchase_quotations	05_purchase_quotations.sql	temporal
valid_to	date	psm.purchase_quotations	05_purchase_quotations.sql	temporal
ON	other	wms.receiving_items	05_receiving_items.sql	uncategorized
REFERENCES	other	wms.receiving_items	05_receiving_items.sql	uncategorized
created_at	timestamp	wms.receiving_items	05_receiving_items.sql	temporal
created_by	uuid	wms.receiving_items	05_receiving_items.sql	audit
gr_id	uuid	wms.receiving_items	05_receiving_items.sql	identifiers
id	uuid	wms.receiving_items	05_receiving_items.sql	identifiers
item_id	uuid	wms.receiving_items	05_receiving_items.sql	identifiers
line_no	integer	wms.receiving_items	05_receiving_items.sql	identifiers
location_id	uuid	wms.receiving_items	05_receiving_items.sql	identifiers
lot_number	varchar	wms.receiving_items	05_receiving_items.sql	identifiers
ordered_qty	integer	wms.receiving_items	05_receiving_items.sql	amounts_numbers
po_line_id	uuid	wms.receiving_items	05_receiving_items.sql	identifiers
received_qty	integer	wms.receiving_items	05_receiving_items.sql	amounts_numbers
rejected_qty	integer	wms.receiving_items	05_receiving_items.sql	amounts_numbers
serial_number	varchar	wms.receiving_items	05_receiving_items.sql	identifiers
unit_cost	decimal	wms.receiving_items	05_receiving_items.sql	uncategorized
updated_at	timestamp	wms.receiving_items	05_receiving_items.sql	temporal
updated_by	uuid	wms.receiving_items	05_receiving_items.sql	audit
base_salary	decimal	hrm.salary_structures	05_salary_structures.sql	uncategorized
code	varchar	hrm.salary_structures	05_salary_structures.sql	identifiers
created_at	timestamp	hrm.salary_structures	05_salary_structures.sql	temporal
created_by	uuid	hrm.salary_structures	05_salary_structures.sql	audit
currency_code	varchar	hrm.salary_structures	05_salary_structures.sql	identifiers
department_id	uuid	hrm.salary_structures	05_salary_structures.sql	identifiers
description	text	hrm.salary_structures	05_salary_structures.sql	text_strings
effective_from	date	hrm.salary_structures	05_salary_structures.sql	temporal
effective_to	date	hrm.salary_structures	05_salary_structures.sql	temporal
employment_type	varchar	hrm.salary_structures	05_salary_structures.sql	status_workflow
id	uuid	hrm.salary_structures	05_salary_structures.sql	identifiers
is_active	boolean	hrm.salary_structures	05_salary_structures.sql	booleans
is_deleted	boolean	hrm.salary_structures	05_salary_structures.sql	booleans
name	varchar	hrm.salary_structures	05_salary_structures.sql	text_strings
notes	text	hrm.salary_structures	05_salary_structures.sql	uncategorized
payment_cycle	varchar	hrm.salary_structures	05_salary_structures.sql	uncategorized
position_id	uuid	hrm.salary_structures	05_salary_structures.sql	identifiers
updated_at	timestamp	hrm.salary_structures	05_salary_structures.sql	temporal
updated_by	uuid	hrm.salary_structures	05_salary_structures.sql	audit
carrier	varchar	srm.sales_deliveries	05_sales_deliveries.sql	uncategorized
created_at	timestamp	srm.sales_deliveries	05_sales_deliveries.sql	temporal
created_by	uuid	srm.sales_deliveries	05_sales_deliveries.sql	audit
customer_id	uuid	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
delivery_code	varchar	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
delivery_date	date	srm.sales_deliveries	05_sales_deliveries.sql	temporal
doc_date	date	srm.sales_deliveries	05_sales_deliveries.sql	temporal
id	uuid	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
is_deleted	boolean	srm.sales_deliveries	05_sales_deliveries.sql	booleans
notes	text	srm.sales_deliveries	05_sales_deliveries.sql	uncategorized
shipping_address	text	srm.sales_deliveries	05_sales_deliveries.sql	text_strings
shipping_contact	varchar	srm.sales_deliveries	05_sales_deliveries.sql	uncategorized
so_id	uuid	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
status	varchar	srm.sales_deliveries	05_sales_deliveries.sql	status_workflow
tracking_no	varchar	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
updated_at	timestamp	srm.sales_deliveries	05_sales_deliveries.sql	temporal
updated_by	uuid	srm.sales_deliveries	05_sales_deliveries.sql	audit
warehouse_id	uuid	srm.sales_deliveries	05_sales_deliveries.sql	identifiers
attachments	json	asm.ticket_comments	05_ticket_comments.sql	uncategorized
comment_text	text	asm.ticket_comments	05_ticket_comments.sql	uncategorized
comment_type	varchar	asm.ticket_comments	05_ticket_comments.sql	status_workflow
created_at	timestamp	asm.ticket_comments	05_ticket_comments.sql	temporal
created_by	uuid	asm.ticket_comments	05_ticket_comments.sql	audit
id	uuid	asm.ticket_comments	05_ticket_comments.sql	identifiers
is_deleted	boolean	asm.ticket_comments	05_ticket_comments.sql	booleans
is_internal	boolean	asm.ticket_comments	05_ticket_comments.sql	booleans
ticket_id	uuid	asm.ticket_comments	05_ticket_comments.sql	identifiers
updated_at	timestamp	asm.ticket_comments	05_ticket_comments.sql	temporal
updated_by	uuid	asm.ticket_comments	05_ticket_comments.sql	audit
answer	text	asm.faqs	06_faqs.sql	uncategorized
answer_en	text	asm.faqs	06_faqs.sql	uncategorized
answer_summary	varchar	asm.faqs	06_faqs.sql	uncategorized
category	varchar	asm.faqs	06_faqs.sql	uncategorized
created_at	timestamp	asm.faqs	06_faqs.sql	temporal
created_by	uuid	asm.faqs	06_faqs.sql	audit
display_order	integer	asm.faqs	06_faqs.sql	uncategorized
helpful_count	integer	asm.faqs	06_faqs.sql	amounts_numbers
id	uuid	asm.faqs	06_faqs.sql	identifiers
is_deleted	boolean	asm.faqs	06_faqs.sql	booleans
is_featured	boolean	asm.faqs	06_faqs.sql	booleans
is_published	boolean	asm.faqs	06_faqs.sql	booleans
not_helpful_count	integer	asm.faqs	06_faqs.sql	amounts_numbers
question	text	asm.faqs	06_faqs.sql	uncategorized
question_en	text	asm.faqs	06_faqs.sql	uncategorized
related_articles	json	asm.faqs	06_faqs.sql	uncategorized
sub_category	varchar	asm.faqs	06_faqs.sql	uncategorized
tags	varchar	asm.faqs	06_faqs.sql	uncategorized
updated_at	timestamp	asm.faqs	06_faqs.sql	temporal
updated_by	uuid	asm.faqs	06_faqs.sql	audit
video_url	varchar	asm.faqs	06_faqs.sql	text_strings
view_count	integer	asm.faqs	06_faqs.sql	amounts_numbers
ON	other	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
REFERENCES	other	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
best_before_date	date	ivm.inventory_lots	06_inventory_lots.sql	temporal
best_before_date	other	ivm.inventory_lots	06_inventory_lots.sql	temporal
created_at	timestamp	ivm.inventory_lots	06_inventory_lots.sql	temporal
created_by	uuid	ivm.inventory_lots	06_inventory_lots.sql	audit
expiry_date	date	ivm.inventory_lots	06_inventory_lots.sql	temporal
expiry_date	other	ivm.inventory_lots	06_inventory_lots.sql	temporal
id	uuid	ivm.inventory_lots	06_inventory_lots.sql	identifiers
lot_number	varchar	ivm.inventory_lots	06_inventory_lots.sql	identifiers
manufactured_date	date	ivm.inventory_lots	06_inventory_lots.sql	temporal
manufacturer_id	uuid	ivm.inventory_lots	06_inventory_lots.sql	identifiers
notes	text	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
origin_country	varchar	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
origin_region	varchar	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
product_id	uuid	ivm.inventory_lots	06_inventory_lots.sql	identifiers
quality_certificate_no	varchar	ivm.inventory_lots	06_inventory_lots.sql	identifiers
quality_grade	varchar	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
quality_notes	text	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
quality_test_date	date	ivm.inventory_lots	06_inventory_lots.sql	temporal
quality_test_result	varchar	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
quality_test_result	other	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
quarantine_reason	text	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
recall_date	date	ivm.inventory_lots	06_inventory_lots.sql	temporal
recall_reason	text	ivm.inventory_lots	06_inventory_lots.sql	uncategorized
status	varchar	ivm.inventory_lots	06_inventory_lots.sql	status_workflow
supplier_id	uuid	ivm.inventory_lots	06_inventory_lots.sql	identifiers
updated_at	timestamp	ivm.inventory_lots	06_inventory_lots.sql	temporal
updated_by	uuid	ivm.inventory_lots	06_inventory_lots.sql	audit
address1	varchar	crm.leads	06_leads.sql	uncategorized
address2	varchar	crm.leads	06_leads.sql	uncategorized
annual_revenue	decimal	crm.leads	06_leads.sql	uncategorized
budget_range	varchar	crm.leads	06_leads.sql	uncategorized
city	varchar	crm.leads	06_leads.sql	uncategorized
company_name	varchar	crm.leads	06_leads.sql	text_strings
contact_email	varchar	crm.leads	06_leads.sql	text_strings
contact_mobile	varchar	crm.leads	06_leads.sql	uncategorized
contact_name	varchar	crm.leads	06_leads.sql	text_strings
contact_phone	varchar	crm.leads	06_leads.sql	text_strings
contact_title	varchar	crm.leads	06_leads.sql	text_strings
converted_at	timestamp	crm.leads	06_leads.sql	temporal
converted_by	uuid	crm.leads	06_leads.sql	audit
converted_partner_id	uuid	crm.leads	06_leads.sql	identifiers
country_code	varchar	crm.leads	06_leads.sql	identifiers
created_at	timestamp	crm.leads	06_leads.sql	temporal
created_by	uuid	crm.leads	06_leads.sql	audit
description	text	crm.leads	06_leads.sql	text_strings
employee_count	integer	crm.leads	06_leads.sql	amounts_numbers
id	uuid	crm.leads	06_leads.sql	identifiers
industry	varchar	crm.leads	06_leads.sql	uncategorized
interest_product	varchar	crm.leads	06_leads.sql	uncategorized
interest_service	varchar	crm.leads	06_leads.sql	uncategorized
is_deleted	boolean	crm.leads	06_leads.sql	booleans
lead_code	varchar	crm.leads	06_leads.sql	identifiers
lead_score	integer	crm.leads	06_leads.sql	uncategorized
notes	text	crm.leads	06_leads.sql	uncategorized
owner_id	uuid	crm.leads	06_leads.sql	identifiers,relations
postcode	varchar	crm.leads	06_leads.sql	uncategorized
purchase_timeframe	varchar	crm.leads	06_leads.sql	uncategorized
rating	varchar	crm.leads	06_leads.sql	uncategorized
source	varchar	crm.leads	06_leads.sql	uncategorized
source_detail	varchar	crm.leads	06_leads.sql	uncategorized
state_province	varchar	crm.leads	06_leads.sql	uncategorized
status	varchar	crm.leads	06_leads.sql	status_workflow
updated_at	timestamp	crm.leads	06_leads.sql	temporal
updated_by	uuid	crm.leads	06_leads.sql	audit
website	varchar	crm.leads	06_leads.sql	uncategorized
account_id	uuid	fim.payment_transactions	06_payment_transactions.sql	identifiers
amount	decimal	fim.payment_transactions	06_payment_transactions.sql	uncategorized
approval_code	varchar	fim.payment_transactions	06_payment_transactions.sql	identifiers
approved_at	timestamp	fim.payment_transactions	06_payment_transactions.sql	temporal
bank_account	varchar	fim.payment_transactions	06_payment_transactions.sql	uncategorized
bank_account_holder	varchar	fim.payment_transactions	06_payment_transactions.sql	uncategorized
bank_name	varchar	fim.payment_transactions	06_payment_transactions.sql	text_strings
card_number	varchar	fim.payment_transactions	06_payment_transactions.sql	identifiers
check_number	varchar	fim.payment_transactions	06_payment_transactions.sql	identifiers
created_at	timestamp	fim.payment_transactions	06_payment_transactions.sql	temporal
created_by	uuid	fim.payment_transactions	06_payment_transactions.sql	audit
currency	varchar	fim.payment_transactions	06_payment_transactions.sql	uncategorized
description	text	fim.payment_transactions	06_payment_transactions.sql	text_strings
exchange_rate	decimal	fim.payment_transactions	06_payment_transactions.sql	amounts_numbers
fee_amount	decimal	fim.payment_transactions	06_payment_transactions.sql	amounts_numbers
id	uuid	fim.payment_transactions	06_payment_transactions.sql	identifiers
is_deleted	boolean	fim.payment_transactions	06_payment_transactions.sql	booleans
memo	text	fim.payment_transactions	06_payment_transactions.sql	uncategorized
partner_id	uuid	fim.payment_transactions	06_payment_transactions.sql	identifiers
partner_type	varchar	fim.payment_transactions	06_payment_transactions.sql	status_workflow
payment_method	varchar	fim.payment_transactions	06_payment_transactions.sql	uncategorized
payment_status	varchar	fim.payment_transactions	06_payment_transactions.sql	status_workflow
reference_doc_id	uuid	fim.payment_transactions	06_payment_transactions.sql	identifiers
reference_doc_type	varchar	fim.payment_transactions	06_payment_transactions.sql	status_workflow
reference_number	varchar	fim.payment_transactions	06_payment_transactions.sql	identifiers
status	varchar	fim.payment_transactions	06_payment_transactions.sql	status_workflow
transaction_code	varchar	fim.payment_transactions	06_payment_transactions.sql	identifiers
transaction_date	date	fim.payment_transactions	06_payment_transactions.sql	temporal
transaction_type	varchar	fim.payment_transactions	06_payment_transactions.sql	status_workflow
updated_at	timestamp	fim.payment_transactions	06_payment_transactions.sql	temporal
updated_by	uuid	fim.payment_transactions	06_payment_transactions.sql	audit
account_number	varchar	hrm.payroll_records	06_payroll_records.sql	identifiers
bank_name	varchar	hrm.payroll_records	06_payroll_records.sql	text_strings
base_salary	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
created_at	timestamp	hrm.payroll_records	06_payroll_records.sql	temporal
created_by	uuid	hrm.payroll_records	06_payroll_records.sql	audit
department_id	uuid	hrm.payroll_records	06_payroll_records.sql	identifiers
employee_code	varchar	hrm.payroll_records	06_payroll_records.sql	identifiers
employee_id	uuid	hrm.payroll_records	06_payroll_records.sql	identifiers
employee_name	varchar	hrm.payroll_records	06_payroll_records.sql	text_strings
employment_insurance	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
gross_salary	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
health_insurance	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
holiday_hours	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
holiday_pay	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
id	uuid	hrm.payroll_records	06_payroll_records.sql	identifiers
income_tax	decimal	hrm.payroll_records	06_payroll_records.sql	amounts_numbers
is_deleted	boolean	hrm.payroll_records	06_payroll_records.sql	booleans
journal_entry_id	uuid	hrm.payroll_records	06_payroll_records.sql	identifiers
long_term_care	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
meal_allowance	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
national_pension	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
net_salary	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
night_hours	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
night_pay	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
notes	text	hrm.payroll_records	06_payroll_records.sql	uncategorized
other_allowances	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
other_deductions	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
overtime_hours	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
overtime_pay	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
paid_at	timestamp	hrm.payroll_records	06_payroll_records.sql	temporal
payment_method	varchar	hrm.payroll_records	06_payroll_records.sql	uncategorized
payment_month	varchar	hrm.payroll_records	06_payroll_records.sql	uncategorized
payment_status	varchar	hrm.payroll_records	06_payroll_records.sql	status_workflow
payroll_date	date	hrm.payroll_records	06_payroll_records.sql	temporal
payroll_no	varchar	hrm.payroll_records	06_payroll_records.sql	identifiers
position_allowance	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
position_id	uuid	hrm.payroll_records	06_payroll_records.sql	identifiers
resident_tax	decimal	hrm.payroll_records	06_payroll_records.sql	amounts_numbers
total_allowances	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
total_deductions	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
transport_allowance	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
updated_at	timestamp	hrm.payroll_records	06_payroll_records.sql	temporal
updated_by	uuid	hrm.payroll_records	06_payroll_records.sql	audit
work_days	integer	hrm.payroll_records	06_payroll_records.sql	uncategorized
work_hours	decimal	hrm.payroll_records	06_payroll_records.sql	uncategorized
created_at	timestamp	pim.product_managers	06_product_managers.sql	temporal
created_by	uuid	pim.product_managers	06_product_managers.sql	audit
description	text	pim.product_managers	06_product_managers.sql	text_strings
employee_id	uuid	pim.product_managers	06_product_managers.sql	identifiers
end_date	date	pim.product_managers	06_product_managers.sql	temporal
id	uuid	pim.product_managers	06_product_managers.sql	identifiers
is_deleted	boolean	pim.product_managers	06_product_managers.sql	booleans
manager_type	varchar	pim.product_managers	06_product_managers.sql	status_workflow
notes	text	pim.product_managers	06_product_managers.sql	uncategorized
product_id	uuid	pim.product_managers	06_product_managers.sql	identifiers
start_date	date	pim.product_managers	06_product_managers.sql	temporal
status	varchar	pim.product_managers	06_product_managers.sql	status_workflow
updated_at	timestamp	pim.product_managers	06_product_managers.sql	temporal
updated_by	uuid	pim.product_managers	06_product_managers.sql	audit
ON	other	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
ON	other	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
REFERENCES	other	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
REFERENCES	other	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
created_at	timestamp	psm.purchase_quotation_items	06_purchase_quotation_items.sql	temporal
created_by	uuid	psm.purchase_quotation_items	06_purchase_quotation_items.sql	audit
description	text	psm.purchase_quotation_items	06_purchase_quotation_items.sql	text_strings
id	uuid	psm.purchase_quotation_items	06_purchase_quotation_items.sql	identifiers
lead_time_days	integer	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
line_no	integer	psm.purchase_quotation_items	06_purchase_quotation_items.sql	identifiers
min_order_qty	integer	psm.purchase_quotation_items	06_purchase_quotation_items.sql	amounts_numbers
product_id	uuid	psm.purchase_quotation_items	06_purchase_quotation_items.sql	identifiers
qty	integer	psm.purchase_quotation_items	06_purchase_quotation_items.sql	uncategorized
quotation_id	uuid	psm.purchase_quotation_items	06_purchase_quotation_items.sql	identifiers
total_amount	decimal	psm.purchase_quotation_items	06_purchase_quotation_items.sql	amounts_numbers
unit_price	decimal	psm.purchase_quotation_items	06_purchase_quotation_items.sql	amounts_numbers
updated_at	timestamp	psm.purchase_quotation_items	06_purchase_quotation_items.sql	temporal
updated_by	uuid	psm.purchase_quotation_items	06_purchase_quotation_items.sql	audit
created_at	timestamp	srm.sales_delivery_items	06_sales_delivery_items.sql	temporal
created_by	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	audit
delivery_id	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	identifiers
description	text	srm.sales_delivery_items	06_sales_delivery_items.sql	text_strings
id	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	identifiers
line_no	integer	srm.sales_delivery_items	06_sales_delivery_items.sql	identifiers
product_id	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	identifiers
qty	integer	srm.sales_delivery_items	06_sales_delivery_items.sql	uncategorized
so_item_id	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	identifiers
updated_at	timestamp	srm.sales_delivery_items	06_sales_delivery_items.sql	temporal
updated_by	uuid	srm.sales_delivery_items	06_sales_delivery_items.sql	audit
created_at	timestamp	wms.shipping	06_shipping.sql	temporal
created_by	uuid	wms.shipping	06_shipping.sql	audit
customer_id	uuid	wms.shipping	06_shipping.sql	identifiers
doc_date	date	wms.shipping	06_shipping.sql	temporal
gi_code	varchar	wms.shipping	06_shipping.sql	identifiers
id	uuid	wms.shipping	06_shipping.sql	identifiers
is_deleted	boolean	wms.shipping	06_shipping.sql	booleans
picker_id	uuid	wms.shipping	06_shipping.sql	identifiers
so_id	uuid	wms.shipping	06_shipping.sql	identifiers
status	varchar	wms.shipping	06_shipping.sql	status_workflow
total_qty	integer	wms.shipping	06_shipping.sql	amounts_numbers
updated_at	timestamp	wms.shipping	06_shipping.sql	temporal
updated_by	uuid	wms.shipping	06_shipping.sql	audit
warehouse_id	uuid	wms.shipping	06_shipping.sql	identifiers
base_unit_id	uuid	adm.units	06_units.sql	identifiers
code	varchar	adm.units	06_units.sql	identifiers
conversion_rate	decimal	adm.units	06_units.sql	amounts_numbers
created_at	timestamp	adm.units	06_units.sql	temporal
created_by	uuid	adm.units	06_units.sql	audit
id	uuid	adm.units	06_units.sql	identifiers
is_active	boolean	adm.units	06_units.sql	booleans
is_base_unit	boolean	adm.units	06_units.sql	booleans
name	varchar	adm.units	06_units.sql	text_strings
name_en	varchar	adm.units	06_units.sql	uncategorized
symbol	varchar	adm.units	06_units.sql	uncategorized
unit_type	varchar	adm.units	06_units.sql	status_workflow
updated_at	timestamp	adm.units	06_units.sql	temporal
updated_by	uuid	adm.units	06_units.sql	audit
attendance_date	date	hrm.attendances	07_attendances.sql	temporal
attendance_type	varchar	hrm.attendances	07_attendances.sql	status_workflow
break_minutes	integer	hrm.attendances	07_attendances.sql	uncategorized
check_in_time	timestamp	hrm.attendances	07_attendances.sql	temporal
check_out_time	timestamp	hrm.attendances	07_attendances.sql	temporal
created_at	timestamp	hrm.attendances	07_attendances.sql	temporal
created_by	uuid	hrm.attendances	07_attendances.sql	audit
early_leave_minutes	integer	hrm.attendances	07_attendances.sql	uncategorized
employee_id	uuid	hrm.attendances	07_attendances.sql	identifiers
id	uuid	hrm.attendances	07_attendances.sql	identifiers
is_deleted	boolean	hrm.attendances	07_attendances.sql	booleans
late_minutes	integer	hrm.attendances	07_attendances.sql	uncategorized
night_hours	decimal	hrm.attendances	07_attendances.sql	uncategorized
notes	text	hrm.attendances	07_attendances.sql	uncategorized
overtime_hours	decimal	hrm.attendances	07_attendances.sql	uncategorized
status	varchar	hrm.attendances	07_attendances.sql	status_workflow
updated_at	timestamp	hrm.attendances	07_attendances.sql	temporal
updated_by	uuid	hrm.attendances	07_attendances.sql	audit
work_hours	decimal	hrm.attendances	07_attendances.sql	uncategorized
'ASSET_ACQUISITION',	other	fim.business_documents	07_business_documents.sql	uncategorized
'INVENTORY_IN',	other	fim.business_documents	07_business_documents.sql	uncategorized
'JOURNAL_TRANSFER',	other	fim.business_documents	07_business_documents.sql	uncategorized
'PAYROLL',	other	fim.business_documents	07_business_documents.sql	uncategorized
'PURCHASE_ORDER',	other	fim.business_documents	07_business_documents.sql	uncategorized
'RECEIPT',	other	fim.business_documents	07_business_documents.sql	uncategorized
'SALES_ORDER',	other	fim.business_documents	07_business_documents.sql	uncategorized
account_date	date	fim.business_documents	07_business_documents.sql	temporal
approval_status	varchar	fim.business_documents	07_business_documents.sql	status_workflow
approved_at	timestamp	fim.business_documents	07_business_documents.sql	temporal
approved_by	uuid	fim.business_documents	07_business_documents.sql	audit
cancelled_at	timestamp	fim.business_documents	07_business_documents.sql	temporal
cancelled_by	uuid	fim.business_documents	07_business_documents.sql	audit
cancelled_reason	text	fim.business_documents	07_business_documents.sql	uncategorized
cost_center_code	varchar	fim.business_documents	07_business_documents.sql	identifiers
created_at	timestamp	fim.business_documents	07_business_documents.sql	temporal
created_by	uuid	fim.business_documents	07_business_documents.sql	audit
currency_code	varchar	fim.business_documents	07_business_documents.sql	identifiers
department_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
description	text	fim.business_documents	07_business_documents.sql	text_strings
document_date	date	fim.business_documents	07_business_documents.sql	temporal
document_no	varchar	fim.business_documents	07_business_documents.sql	identifiers
document_type	varchar	fim.business_documents	07_business_documents.sql	status_workflow
exchange_rate	decimal	fim.business_documents	07_business_documents.sql	amounts_numbers
fiscal_period	integer	fim.business_documents	07_business_documents.sql	uncategorized
fiscal_year	integer	fim.business_documents	07_business_documents.sql	uncategorized
id	uuid	fim.business_documents	07_business_documents.sql	identifiers
is_cancelled	boolean	fim.business_documents	07_business_documents.sql	booleans
is_deleted	boolean	fim.business_documents	07_business_documents.sql	booleans
is_posted	boolean	fim.business_documents	07_business_documents.sql	booleans
journal_entry_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
notes	text	fim.business_documents	07_business_documents.sql	uncategorized
partner_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
partner_name	varchar	fim.business_documents	07_business_documents.sql	text_strings
posted_at	timestamp	fim.business_documents	07_business_documents.sql	temporal
posted_by	uuid	fim.business_documents	07_business_documents.sql	audit
project_code	varchar	fim.business_documents	07_business_documents.sql	identifiers
reversed_document_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
source_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
source_line_id	uuid	fim.business_documents	07_business_documents.sql	identifiers
source_module	varchar	fim.business_documents	07_business_documents.sql	uncategorized
source_no	varchar	fim.business_documents	07_business_documents.sql	identifiers
source_type	varchar	fim.business_documents	07_business_documents.sql	status_workflow
status	varchar	fim.business_documents	07_business_documents.sql	status_workflow
tax_amount	decimal	fim.business_documents	07_business_documents.sql	amounts_numbers
tax_invoice_date	date	fim.business_documents	07_business_documents.sql	temporal
tax_invoice_no	varchar	fim.business_documents	07_business_documents.sql	identifiers
total_amount	decimal	fim.business_documents	07_business_documents.sql	amounts_numbers
updated_at	timestamp	fim.business_documents	07_business_documents.sql	temporal
updated_by	uuid	fim.business_documents	07_business_documents.sql	audit
comment	text	asm.customer_feedback	07_customer_feedback.sql	uncategorized
created_at	timestamp	asm.customer_feedback	07_customer_feedback.sql	temporal
created_by	uuid	asm.customer_feedback	07_customer_feedback.sql	audit
feedback_categories	varchar	asm.customer_feedback	07_customer_feedback.sql	uncategorized
id	uuid	asm.customer_feedback	07_customer_feedback.sql	identifiers
is_deleted	boolean	asm.customer_feedback	07_customer_feedback.sql	booleans
partner_id	uuid	asm.customer_feedback	07_customer_feedback.sql	identifiers
rating	integer	asm.customer_feedback	07_customer_feedback.sql	uncategorized
response_by	uuid	asm.customer_feedback	07_customer_feedback.sql	audit
response_date	timestamp	asm.customer_feedback	07_customer_feedback.sql	temporal
response_text	text	asm.customer_feedback	07_customer_feedback.sql	uncategorized
status	varchar	asm.customer_feedback	07_customer_feedback.sql	status_workflow
transaction_id	uuid	asm.customer_feedback	07_customer_feedback.sql	identifiers
transaction_type	varchar	asm.customer_feedback	07_customer_feedback.sql	status_workflow
updated_at	timestamp	asm.customer_feedback	07_customer_feedback.sql	temporal
updated_by	uuid	asm.customer_feedback	07_customer_feedback.sql	audit
ON	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
ON	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
ON	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
REFERENCES	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
REFERENCES	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
REFERENCES	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
condition_grade	varchar	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
condition_grade	other	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	uncategorized
created_at	timestamp	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	temporal
created_by	uuid	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	audit
current_location_id	uuid	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	identifiers
current_warehouse_id	uuid	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	identifiers
delivered_date	date	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	temporal
id	uuid	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	identifiers
last_service_date	date	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	temporal
lot_number	varchar	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	identifiers
manufactured_date	date	ivm.inventory_serial_numbers	07_inventory_serial_numbers.sql	temporal
